"SKU","Qtd Vendida","Data da Venda","Código Cliente","Produto","Marca","","Categoria","Preço Unitário","","Custo Unitário","Preço com Desconto","Ticket","Loja","Gerente","Data de Nascimento","Nome Cliente","Sobrenome cliente","","Gênero"
"HL1023","1","1/6/2016","334","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Curitiba - PR","Carolina Biccas","3/4/1955","Mateus","Castro","","M"
"HL1017","1","1/6/2016","551","Smart TV 75' 4K","Samsung","","Televisão","5200","","3500","4420","Ticket Alto","Belo Horizonte - MG","Carolina Biccas","10/31/1969","João","Cardoso","","M"
"HL1019","1","1/6/2016","329","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","São Paulo - SP","Carolina Cotta","9/21/1973","Roberto","Filho","","M"
"HL1012","1","1/6/2016","642","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Salvador - BA","Diego Amorim","11/24/1998","Lucas","Souza","","M"
"HL1019","4","1/6/2016","722","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Porto Alegre - RS","Marcus Cavalcanti","9/16/1999","Raíza","Goes","","F"
"HL1024","3","1/6/2016","784","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Belo Horizonte - MG","Marcus Cavalcanti","10/31/1965","Gustavo","Assis","","M"
"HL1008","3","1/6/2016","337","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","online","Marcus Cavalcanti","9/27/1981","Vivianne","Mello","","F"
"HL1015","3","1/6/2016","309","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Guarulhos - SP","Marcus Cavalcanti","11/24/1959","Eric","Souza","","M"
"HL1008","2","1/7/2016","630","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","online","Giovanna Menaged","12/3/1958","Hanna","Provenzano","","F"
"HL1001","2","1/7/2016","414","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Niterói - RJ","Arthur Barreto","10/4/1984","João","Motta","","M"
"HL1024","2","1/7/2016","799","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Belo Horizonte - MG","Allan Centurione","12/31/1968","Stefan","Dias","","M"
"HL1014","1","1/7/2016","525","Galaxy J8","Samsung","","Celular","1100","","550","935","Ticket Baixo","Belo Horizonte - MG","Carolina Cotta","1/23/1991","Thiago","Rodrigues","","M"
"HL1009","3","1/7/2016","439","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","João Pedro","7/30/1984","Hércules","Ventura","","M"
"HL1002","4","1/7/2016","786","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","online","Marcus Cavalcanti","7/10/1985","Rafael","Freire","","M"
"HL1008","3","1/7/2016","464","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Rio de Janeiro - RJ","Marcus Cavalcanti","11/29/1985","Matheus","Sagrillo","","M"
"HL1009","1","1/7/2016","395","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Marcus Cavalcanti","5/24/1955","Daniel","Cavalcanti","","M"
"HL1016","4","1/7/2016","40","Smart Watch Galaxy","Samsung","","Smart Watch","1450","","700","1232","Ticket Baixo","Salvador - BA","Allan Centurione","8/29/1951","Juliana","Jorge","","F"
"HL1017","4","1/7/2016","326","Smart TV 75' 4K","Samsung","","Televisão","5200","","3500","4420","Ticket Alto","online","Alfredo Araújo","3/17/1970","Clara","Cordovil","","F"
"HL1019","4","1/7/2016","246","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Rio de Janeiro - RJ","Pedro Henrique","6/23/1981","Arthur","Campos","","M"
"HL1005","4","1/7/2016","272","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Belo Horizonte - MG","Matheus Leal","6/9/1976","Vanessa","Teraoka","","F"
"HL1018","3","1/7/2016","535","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Salvador - BA","Matheus Leal","4/24/1967","Thiago","Silva","","M"
"HL1005","3","1/7/2016","748","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Belo Horizonte - MG","Arthur Barreto","5/4/1978","Bruno","Wajnsztok","","M"
"HL1005","3","1/7/2016","78","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Belo Horizonte - MG","Arthur Barreto","9/15/1955","Stephanie","Cavalcanti","","F"
"HL1007","3","1/7/2016","754","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Alfredo Araújo","7/2/1991","Dandara","Brandão","","F"
"HL1001","3","1/7/2016","746","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Campinas - SP","Diego Amorim","7/19/1955","Sthefeson","Porto","","M"
"HL1018","3","1/7/2016","299","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","São Paulo - SP","Diego Amorim","6/11/1999","Bernardo","Jesus","","M"
"HL1009","3","1/7/2016","375","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Guarulhos - SP","Carolina Biccas","3/4/1965","Julia","Figueiredo","","F"
"HL1015","3","1/7/2016","431","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","6/3/1958","Dandara","Nauenberg","","F"
"HL1015","5","1/7/2016","818","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Belo Horizonte - MG","Allan Centurione","4/23/1964","Letícia","Provenzano","","F"
"HL1015","5","1/7/2016","129","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Porto Alegre - RS","Arthur Barreto","10/28/1966","Camilla","Guimarães","","F"
"HL1008","5","1/7/2016","659","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","São Paulo - SP","Natália Candiotto","4/21/1985","Luis","Martins","","F"
"HL1008","5","1/7/2016","496","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Porto Alegre - RS","Eduardo Julianelli","4/4/1981","Bernardo","Perdomo","","M"
"HL1018","5","1/7/2016","229","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","São Paulo - SP","Eduardo Julianelli","11/25/1951","Lucas","Campos","","M"
"HL1007","3","1/8/2016","710","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Niterói - RJ","Arthur Barreto","3/4/1988","Lucas","Mello","","M"
"HL1006","4","1/8/2016","21","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","online","Marcus Cavalcanti","3/23/2000","Tiago","Capitulo","","M"
"HL1002","1","1/8/2016","549","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","online","Marcus Cavalcanti","9/21/1972","Renan","Correa","","M"
"HL1001","4","1/8/2016","79","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Allan Centurione","12/16/1956","Beatriz","Silveira","","F"
"HL1007","4","1/8/2016","244","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Arthur Barreto","4/15/1971","Roberta","Penteado","","F"
"HL1016","3","1/8/2016","785","Smart Watch Galaxy","Samsung","","Smart Watch","1450","","700","1232","Ticket Baixo","São Paulo - SP","João Pedro","10/2/1979","Daniela","Cavalcanti","","F"
"HL1008","5","1/8/2016","749","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","11/22/1978","João","Ferreira","","M"
"HL1003","3","1/8/2016","522","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","Curitiba - PR","Carolina Biccas","4/12/1975","Paulo","Dias","","M"
"HL1021","3","1/8/2016","588","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Belo Horizonte - MG","Carolina Biccas","5/21/1984","Amanda","Veiga","","F"
"HL1009","5","1/8/2016","193","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Belo Horizonte - MG","Eduardo Julianelli","2/27/1978","Isabella","Kohn","","F"
"HL1002","2","1/8/2016","488","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","Guarulhos - SP","Natália Candiotto","6/25/1981","Camilla","Guadagnino","","F"
"HL1015","2","1/8/2016","448","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Salvador - BA","Arthur Barreto","1/30/1999","Camilla","Silva","","F"
"HL1018","1","1/8/2016","556","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Guarulhos - SP","Allan Centurione","5/29/1984","Maria","Figueiredo","","F"
"HL1021","5","1/9/2016","232","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Rio de Janeiro - RJ","Marcus Cavalcanti","10/27/1957","Beatriz","Campista","","F"
"HL1018","5","1/9/2016","196","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Belo Horizonte - MG","Marcus Cavalcanti","9/7/1994","Leandro","Figueiredo","","M"
"HL1006","4","1/9/2016","778","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Salvador - BA","Marcus Cavalcanti","10/28/1989","Matheus","Neto","","M"
"HL1001","1","1/9/2016","37","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Guarulhos - SP","Marcus Cavalcanti","4/11/1975","Victor","Perdomo","","M"
"HL1001","1","1/9/2016","804","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Marcus Cavalcanti","3/28/1989","Juliana","Seixas","","F"
"HL1012","1","1/9/2016","294","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","São Paulo - SP","Marcus Cavalcanti","11/20/1984","Debora","Capitulo","","F"
"HL1013","4","1/9/2016","326","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Belo Horizonte - MG","Carolina Cotta","3/17/1970","Letícia","Ferreira","","F"
"HL1013","4","1/9/2016","109","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Rio de Janeiro - RJ","Carolina Biccas","7/24/1990","Tainah","Xavier","","F"
"HL1001","4","1/9/2016","687","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Belo Horizonte - MG","Natália Candiotto","6/6/1952","Bruna","Santos","","F"
"HL1001","4","1/9/2016","637","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Pedro Henrique","12/13/1977","Letícia","Cavalcanti","","F"
"HL1015","4","1/9/2016","122","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Porto Alegre - RS","Giovanna Menaged","5/29/1969","Thaís","Provenzano","","F"
"HL1018","5","1/9/2016","685","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","online","Diego Amorim","9/13/1973","Breno","Godoy","","M"
"HL1015","5","1/9/2016","358","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","9/13/1981","Adriane","Pereira","","F"
"HL1001","5","1/9/2016","81","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Rio de Janeiro - RJ","João Pedro","2/20/1991","Jonatas","Mesquita","","M"
"HL1009","2","1/9/2016","38","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Belo Horizonte - MG","Pedro Henrique","7/31/1972","Maria","Seixas","","F"
"HL1006","2","1/9/2016","693","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Salvador - BA","Allan Centurione","2/10/1986","Ruan","Júnior","","M"
"HL1023","2","1/9/2016","639","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Belo Horizonte - MG","Allan Centurione","2/23/1985","Camila","Pedrazza","","F"
"HL1013","2","1/9/2016","540","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","São Paulo - SP","Allan Centurione","11/7/1994","Andressa","Viríssimo","","F"
"HL1005","1","1/9/2016","553","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Rio de Janeiro - RJ","Allan Centurione","12/12/1960","Eric","Pereira","","M"
"HL1017","1","1/9/2016","98","Smart TV 75' 4K","Samsung","","Televisão","5200","","3500","4420","Ticket Alto","Guarulhos - SP","Carolina Biccas","11/26/1961","Beatriz","Marinho","","F"
"HL1015","1","1/9/2016","238","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Rio de Janeiro - RJ","Diego Amorim","4/28/1999","Thayane","Oliveira","","F"
"HL1007","4","1/10/2016","144","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Salvador - BA","Carolina Cotta","5/26/1973","Gustavo","Netto","","M"
"HL1009","2","1/10/2016","640","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Belo Horizonte - MG","Marcus Cavalcanti","7/8/1983","Pedro","Figueiredo","","M"
"HL1013","3","1/10/2016","259","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Guarulhos - SP","Marcus Cavalcanti","11/18/1959","Jéssica","Ferrari","","F"
"HL1007","3","1/10/2016","719","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Campinas - SP","Marcus Cavalcanti","12/5/1983","Breno","Allevato","","M"
"HL1007","3","1/10/2016","698","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","6/25/1992","Brenno","Freire","","M"
"HL1001","1","1/10/2016","76","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Marcus Cavalcanti","2/1/1958","Bianca","Capitulo","","F"
"HL1010","1","1/10/2016","409","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","Campinas - SP","Marcus Cavalcanti","1/15/2000","Caroline","Araujo","","F"
"HL1002","1","1/10/2016","528","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","3/29/1956","Carlos","Mendonça","","M"
"HL1005","4","1/10/2016","556","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Belo Horizonte - MG","Allan Centurione","5/29/1984","Isabel","Rotolo","","F"
"HL1015","4","1/10/2016","337","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Curitiba - PR","Marcus Cavalcanti","9/27/1981","Alon","Heimlich","","M"
"HL1019","3","1/10/2016","804","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","São Paulo - SP","Diego Amorim","3/28/1989","Vinícius","Lacerda","","M"
"HL1020","3","1/10/2016","445","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","online","Carolina Cotta","6/8/1973","Iuri","Miura","","M"
"HL1011","5","1/10/2016","3","Tablet M10 Android","Samsung","","Tablet","2000","","1100","1700","Ticket Baixo","Belo Horizonte - MG","Allan Centurione","3/15/1964","Barbara","Velucci","","F"
"HL1007","5","1/10/2016","114","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Carolina Biccas","5/29/1981","Isabela","Affonso","","F"
"HL1013","5","1/10/2016","570","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Niterói - RJ","Natália Candiotto","3/18/1968","Sylvio","Allevato","","M"
"HL1001","5","1/10/2016","188","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Guarulhos - SP","Eduardo Julianelli","7/13/1966","Diego","Soares","","M"
"HL1015","2","1/10/2016","409","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Niterói - RJ","Matheus Leal","1/15/2000","Guilherme","Ramos","","M"
"HL1013","2","1/10/2016","740","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Salvador - BA","Giovanna Menaged","8/31/1978","Luiza","Johnson","","F"
"HL1012","2","1/10/2016","583","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Campinas - SP","Diego Amorim","6/7/1973","Juliana","Rubim","","F"
"HL1020","5","1/11/2016","119","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Rio de Janeiro - RJ","Marcus Cavalcanti","5/30/1971","Rafael","Galvão","","M"
"HL1021","4","1/11/2016","658","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Niterói - RJ","Marcus Cavalcanti","9/13/1995","Philipe","Silva","","M"
"HL1005","2","1/11/2016","622","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Campinas - SP","Marcus Cavalcanti","8/16/1950","Raul","Correa","","M"
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"HL1002","2","1/11/2016","494","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","5/21/1985","Sandy","Silva","","F"
"HL1021","2","1/11/2016","595","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","São Paulo - SP","Marcus Cavalcanti","12/27/1957","Ulisses","Aragão","","M"
"HL1004","3","1/11/2016","360","Apple Watch","Apple","","Smart Watch","1750","","900","1488","Ticket Baixo","Porto Alegre - RS","Marcus Cavalcanti","4/15/1982","Carolina","Monteiro","","F"
"HL1008","3","1/11/2016","395","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Porto Alegre - RS","Marcus Cavalcanti","5/24/1955","Ramon","Vilela","","M"
"HL1020","1","1/11/2016","764","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","12/30/1952","Maria","Jordao","","F"
"HL1015","4","1/11/2016","557","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","9/8/1984","Livia","Silva","","F"
"HL1008","4","1/11/2016","196","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Belo Horizonte - MG","Alfredo Araújo","9/7/1994","Isabelle","Santos","","F"
"HL1001","3","1/11/2016","215","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Porto Alegre - RS","João Pedro","8/9/1997","Amanda","Gouvêa","","F"
"HL1001","3","1/11/2016","454","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Alfredo Araújo","10/19/1995","Júlia","Moura","","F"
"HL1023","3","1/11/2016","123","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Niterói - RJ","Alfredo Araújo","4/15/1950","Victor","Nauenberg","","M"
